Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Calendário Escolar;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Essa unidade escolar possui extensão;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Estudante Público da Educação Especial;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Grêmio Estudantil;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Grêmio Estudantil;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Laboratório(s) Científico(s);Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Livro de incineração;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Livro de incineração;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Livro tombo;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Livro tombo;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Missão;;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Missão;Fazer cumprir o decreto da criança e do adolescente de ter acesso á escola e ensino de qualidade, para que possam se preparar para o futuro, formando-se de maneira integral, com espírito de liderança, preparando para os múltiplos desafios profissionais, comprometidos e dispostos a contribuir com o desenvolvimento de sua comunidade e de seu país.;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Plano de Desenvolvimento da Escola;;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores com Formação Superior que atuam em sala de aula;21;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores com Formação Superior que atuam em sala de aula;26;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores convocados que atuam em sala de aula;14;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores convocados que atuam em sala de aula;18;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores efetivos que atuam em sala de aula;7;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores efetivos que atuam em sala de aula;8;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores efetivos readaptados;0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores efetivos readaptados;0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores habilitados para a área que atuam;21;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores habilitados para a área que atuam;26;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores não habilitados para a área que atuam;0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quadra de Esportes;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quadra de Esportes;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantas extensões;0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantas extensões;0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantos estudantes da escola utilizam o transporte escolar público;102;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantos estudantes da escola utilizam o transporte escolar público;102;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Referencial Curricular;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Referencial Curricular;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Regimento Escolar;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Regimento Escolar;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala da Coordenação Pedagógica;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala da Direção;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala da Direção;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Não;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Apoio Pedagógico (estudantes com transtornos funcionais de aprendizagem);Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Professores;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Professores;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Recurso Multifuncional;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Recurso Multifuncional;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Sala de Tecnologia/Informática;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Secretaria Escolar;Sim;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Secretaria Escolar;Sim;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Valores;;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Valores;Oferecer ao aluno, em regime de harmonia com a faixa etária de cada um e clima de autêntica liberdade interior, a assistência pedagógica adequada e o testemunho de projetos de vida, dignos de sua condição humana.\n Dessa forma, se propõe a:\n\nENSINAR\nOferecer conteúdos culturais e científicos que contribuam para a capacitação profissional do aluno para que responda ás atuais demandas da sociedade.\n\nEDUCAR\nAjudar o aluno para que aprenda a pensar e raciocinar com vigor e  a descobrir e admirar a beleza, cultivar a sensibilidade, a memória, a imaginação e aumentar a capacidade de expressão e comunicação.\n\nFORMAR\nConseguir que o aluno seja uma pessoa com um reto sentido ético, solidário, tolerante, sensível ás necessidades alheias, especialmente ás dos mais desfavorecidos, abertos e comprometidos com os valores humanos.;Diretores;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Visão;;Avaliadores externos;2018
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Visão;Buscar a construção de um clima escolar que priorize a tolerância, o cotidiano escolar na cidadania e em prol dela, além da alta expectativa na aprendizagem dos alunos, pois acreditamos que todos podem aprender e que todos somos iguais nas diferenças, por isso precisamos de tratamentos pedagógicos específicos, bem planejados e acompanhados.;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;APM;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;APM;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Biblioteca;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Biblioteca;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Calendário Escolar;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Calendário Escolar;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Caso haja outras informações importantes descreva abaixo;Foram declarados 08 coordenadores no total, porém 05 são professores readaptados como auxiliares de coordenação.\nOs professores de apoio (02) foram declarados como professores em sala de aula.;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Documentação comprobatória da realização da Avaliação Institucional Interna;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Essa unidade escolar possui extensão;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Essa unidade escolar possui extensão;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Estudante Público da Educação Especial;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Grêmio Estudantil;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Grêmio Estudantil;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Laboratório(s) Científico(s);Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Livro de incineração;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Livro de incineração;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Livro tombo;Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Livro tombo;Sim;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Missão;;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Missão;Oferecer um ensino de qualidade, assegurando a formação de cidadãos críticos, protagonistas na construção da própria história, capazes de agir na transformação da sociedade.;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Plano de Desenvolvimento da Escola;;Diretores;2018
