Cidade;Escola;SegmentoRespondente;AnoDaAvaliacao;Questao;Resposta;QuantidadeDeRespostas
CAMPO GRANDE;EE WALDEMIR BARROS DA SILVA;Diretores Adjuntos;2018;Trabalha nesta escola;Há mais de 6 anos;1
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Estudantes;2018;Estuda nesta escola;De 2 a 4 anos;53
AQUIDAUANA;EE CÂNDIDO MARIANO;Estudantes;2018;Estuda nesta escola;De 4 a 6 anos;10
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Funcionários Administrativos;2018;Idade;25 a 30 anos;1
TRÊS LAGOAS;EE PADRE JOÃO TOMES;Diretores;2018;Sexo;Masculino;1
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Funcionários Administrativos;2018;Trabalha nesta escola;Há mais de 6 anos;15
CAMPO GRANDE;CEEJA - PROFª IGNÊS DE LAMÔNICA GUIMARÃES - MS;Funcionários Administrativos;2018;Trabalha nesta escola;De 4 a 6 anos;1
ANGÉLICA;EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI;Estudantes;2018;Estuda nesta escola;De 2 a 4 anos;31
IVINHEMA;EE SENADOR FILINTO MULLER;Diretores;2018;Idade;46 a 50 anos;1
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Professores;2018;Idade;36 a 40 anos;2
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Professores;2018;Você se considera;Branco;50
NOVA ALVORADA DO SUL;EE ANTONIO COELHO;Diretores;2018;Você se considera;Branco;1
TRÊS LAGOAS;EE JOÃO PONCE DE ARRUDA;Professores;2018;Licenciatura;Geografia;5
CAMPO GRANDE;EE RIACHUELO;Funcionários Administrativos;2018;Trabalha nesta escola;Há mais de 6 anos;12
NAVIRAÍ;EE JURACY ALVES CARDOSO;Secretários Escolares;2018;Sexo;Masculino;1
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;Coordenadores Pedagógicos;2018;Exerce esta função;De 1 a 3 anos;1
CAMPO GRANDE;EE RIACHUELO;Professores;2018;Você leciona em;Uma escola;19
DOURADOS;EE PROFª FLORIANA LOPES;Estudantes;2018;Você se considera;Indígena;1
TRÊS LAGOAS;EE JOÃO PONCE DE ARRUDA;Pais ou Responsáveis;2018;Idade;Menos de 25 anos;4
CORUMBÁ;EE ROTARY CLUB;Professores;2018;Licenciatura;Matemática;5
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Estudantes;2018;Possui computador em casa;Sim;84
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;bombeiro;1
NAVIRAÍ;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL SEN. RAMEZ TEBET;Funcionários Administrativos;2018;Exerce esta função;Há menos de um ano;2
PARANAÍBA;EE JOSÉ GARCIA LEAL;Diretores;2018;Exerce esta função;Há mais de 6 anos;1
ANGÉLICA;EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI;Estudantes;2018;Você se considera;Branco;72
CAMPO GRANDE;EE JOAQUIM MURTINHO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;domestica;1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Coordenadores Técnicos;2018;Informe o bacharelado;Sistema de Informação;1
DOURADOS;EE PROF. ALICIO ARAUJO;Estudantes;2018;Você se considera;Indígena;2
NAVIRAÍ;EE EURICO GASPAR DUTRA;Professores;2018;Licenciatura;Filosofia;1
NIOAQUE;EE UIRAPURU;Avaliadores externos;2018;Informe sua regional;CRE-07 - Jardim;1
SÃO GABRIEL DO OESTE;EE SÃO GABRIEL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Pedagoga;2
PARANAÍBA;EE ARACILDA CÍCERO CORRÊA DA COSTA;Professores;2018;Idade;46 a 50 anos;9
CAMPO GRANDE;EE PROF. EMYGDIO CAMPOS WIDAL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;promotora de vendas;1
CHAPADÃO DO SUL;EE JORGE AMADO;Professores;2018;Trabalha nesta escola;Há mais de 6 anos;24
RIO BRILHANTE;EE FERNANDO CORRÊA DA COSTA;Diretores;2018;Graduação;Licenciatura;1
SELVÍRIA;EE ANA MARIA DE SOUZA;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;Há menos de um ano;16
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;enfermeira;3
RIO BRILHANTE;EE FERNANDO CORRÊA DA COSTA;Coordenadores Pedagógicos;2018;Trabalha nesta escola;De 1 a 3 anos;1
APARECIDA DO TABOADO;EE FREI VITAL DE GARIBALDI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;policial;1
CAMPO GRANDE;EE LINO VILLACHA;Funcionários Administrativos;2018;Você se considera;Preto;3
DOURADOS;EE PROFª FLORIANA LOPES;Pais ou Responsáveis;2018;Formação;Magistério;3
DOURADOS;EE PRES. TANCREDO NEVES;Funcionários Administrativos;2018;Formação;Ensino Médio (Incompleto);3
DOURADOS;EE MARIA DA GLÓRIA MUZZI FERREIRA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;admistracao;1
SANTA RITA DO PARDO;EE JOSÉ FERREIRA LIMA;Professores;2018;Pós-Graduação;Não possui;2
NIOAQUE;EE UIRAPURU;Estudantes;2018;Estuda nesta escola;De 6 a 8 anos;3
CAMPO GRANDE;EE MAESTRO FREDERICO LIEBERMANN;Diretores;2018;Você se considera;Branco;1
CAMPO GRANDE;EE PROFª. CLARINDA MENDES DE AQUINO;Funcionários Administrativos;2018;Trabalha nesta escola;Há menos de um ano;3
VICENTINA;EE PADRE JOSÉ DANIEL;Avaliadores externos;2018;Formação;Ensino Superior;1
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Coordenadores Técnicos;2018;Trabalha nesta escola;De 4 a 6 anos;1
CAMPO GRANDE;EE OLINDA CONCEIÇÃO TEIXEIRA BACHA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;servidora publica;1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores;2018;Você é professor;Efetivo;14
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Cozinheira;1
PARANAÍBA;EE WLADISLAU GARCIA GOMES;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);7
SÃO GABRIEL DO OESTE;EE SÃO GABRIEL;Professores;2018;Idade;Mais de 50 anos;5
LADÁRIO;EE 2 DE SETEMBRO;Professores;2018;Pós-Graduação;Mestrado (Incompleto);1
CHAPADÃO DO SUL;EE JORGE AMADO;Estudantes;2018;Você se considera;Amarelo;3
PONTA PORÃ;EE DR MIGUEL MARCONDES ARMANDO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;do lar;1
TRÊS LAGOAS;EE PROFESSOR JOÃO MAGIANO PINTO;Funcionários Administrativos;2018;Você se considera;Pardo;17
TRÊS LAGOAS;EE AFONSO FRANCISCO XAVIER TRANNIN;Professores;2018;Licenciatura;Ciências Biológicas;3
CAMPO GRANDE;EE MAESTRO FREDERICO LIEBERMANN;Coordenadores Pedagógicos;2018;Exerce esta função;Há mais de 6 anos;1
VICENTINA;EE PADRE JOSÉ DANIEL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;carreteiro;1
NAVIRAÍ;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL SEN. RAMEZ TEBET;Professores;2018;Exerce esta função;De 4 a 6 anos;5
AQUIDAUANA;EE CÂNDIDO MARIANO;Professores;2018;Você leciona em;Duas escolas;25
DOURADOS;EE PROFª FLORIANA LOPES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;secretaria;3
CAMPO GRANDE;EE PROF. OTAVIANO GONÇALVES DA SILVEIRA JUNIOR;Professores;2018;Formação;Ensino Superior;48
APARECIDA DO TABOADO;EE FREI VITAL DE GARIBALDI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;agricutor;1
CAMPO GRANDE;EE LINO VILLACHA;Professores;2018;Você leciona em;Uma escola;28
NOVA ALVORADA DO SUL;EE ANTONIO COELHO;Funcionários Administrativos;2018;Exerce esta função;De 4 a 6 anos;1
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Avaliadores externos;2018;Pós-Graduação;Especialização;1
DOURADOS;EE MENODORA FIALHO DE FIGUEIREDO;Estudantes;2018;Sexo;Feminino;157
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Diretores Adjuntos;2018;Exerce esta função;Há mais de 6 anos;1
AQUIDAUANA;EE GERALDO AFONSO GARCIA FERREIRA;Professores;2018;Idade;Mais de 50 anos;3
DOURADOS;EE PASTOR DANIEL BERG;Diretores;2018;Exerce esta função;Há mais de 6 anos;1
CAMPO GRANDE;EE JOÃO CARLOS FLORES;Professores;2018;Licenciatura;Matemática;5
DOURADOS;EE PROFª FLORIANA LOPES;Estudantes;2018;Possui computador em casa;Não;76
CAMPO GRANDE;EE NICOLAU FRAGELLI;Coordenadores Pedagógicos;2018;Pós-Graduação;Especialização;3
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Sobrinho(a);2
CAMPO GRANDE;EE PROF. SEVERINO DE QUEIROZ;Avaliadores externos;2018;Graduação;Licenciatura;1
PEDRO GOMES;EE FRANCISCO RIBEIRO SOARES;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;De 4 a 6 anos;15
APARECIDA DO TABOADO;EE FREI VITAL DE GARIBALDI;Diretores;2018;Graduação;Licenciatura;1
CAMPO GRANDE;EE HÉRCULES MAYMONE;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);11
MARACAJU;EE CORONEL LIMA DE FIGUEIREDO;Funcionários Administrativos;2018;Formação;Ensino Médio;7
ANGÉLICA;EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Dentista;1
CAMPO GRANDE;EE GENERAL MALAN;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Comerciante;2
NOVA ANDRADINA;EE AUSTRILIO CAPILÉ CASTRO;Secretários Escolares;2018;Exerce esta função;Há mais de 6 anos;1
IVINHEMA;EE ANGELINA JAIME TEBET;Estudantes;2018;Ano escolar;3º ano do Ensino Médio;28
ANAURILÂNDIA;EE MARIA JOSÉ;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Mecânico;1
CAARAPÓ;EE ARCÊNIO ROJAS;Pais ou Responsáveis;2018;Idade;41 a 45 anos;19
MIRANDA;EE CAETANO PINTO;Avaliadores externos;2018;Informe sua regional;CRE-01 - Aquidauana;1
RIO BRILHANTE;EE FERNANDO CORRÊA DA COSTA;Pais ou Responsáveis;2018;Formação;Doutorado;6
CAMPO GRANDE;EE MAESTRO FREDERICO LIEBERMANN;Diretores;2018;Formação;Ensino Superior;1
PARANAÍBA;EE JOSÉ GARCIA LEAL;Pais ou Responsáveis;2018;Tempo que disponibiliza por dia para estudar com o estudante pelo qual você é responsável;De 2 a 3 horas;40
ALCINÓPOLIS;EE PROFª ROMILDA COSTA CARNEIRO;Pais ou Responsáveis;2018;Idade;Mais de 50 anos;2
IGUATEMI;EE 8 DE MAIO;Diretores;2018;Você se considera;Branco;1
APARECIDA DO TABOADO;EE ERNESTO RODRIGUES;Professores;2018;Idade;Menos de 25 anos;3
CAMPO GRANDE;EE PROFª. FLAVINA MARIA DA SILVA;Professores;2018;Licenciatura;Sociologia;1
DOURADOS;EE MIN. JOÃO PAULO DOS REIS VELOSO;Secretários Escolares;2018;Exerce esta função;De 4 a 6 anos;1
MUNDO NOVO;EE PROFESSORA IOLANDA ALLY;Professores;2018;Trabalha nesta escola;De 4 a 6 anos;11
PONTA PORÃ;EE MENDES GONÇALVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;comerciante;9
DOIS IRMÃOS DO BURITI;EE ESTEFANA CENTURION GAMBARRA;Estudantes;2018;Ano escolar;3º ano do Ensino Médio;37
CAMPO GRANDE;EE PROF. HENRIQUE CIRYLLO CORREA;Estudantes;2018;Estuda nesta escola;De 2 a 4 anos;21
NAVIRAÍ;EE VINÍCIUS DE MORAES;Funcionários Administrativos;2018;Formação;Ensino Superior (Incompleto);1
ANGÉLICA;EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI;Coordenadores Pedagógicos;2018;Pós-Graduação;Não possui;1
RIO BRILHANTE;EE PROFESSORA LIGIA TEREZINHA MARTINS;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;eletricista industrial;1
DOURADOS;EE CASTRO ALVES;Funcionários Administrativos;2018;Exerce esta função;Há mais de 6 anos;12
ANASTÁCIO;EE MARIA CORRÊA DIAS;Professores;2018;Idade;41 a 45 anos;6
ANASTÁCIO;EE MARIA CORRÊA DIAS;Estudantes;2018;Possui computador em casa;Sim;108
CAMPO GRANDE;CEEJA - PROFª IGNÊS DE LAMÔNICA GUIMARÃES - MS;Professores;2018;Você leciona em;Duas escolas;18
VICENTINA;EE PADRE JOSÉ DANIEL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;serviços gerais;2
GLÓRIA DE DOURADOS;EE PROFESSORA EUFROSINA PINTO;Estudantes;2018;Ano escolar;8º ano do Ensino Fundamental;1
MARACAJU;EE MANOEL FERREIRA DE LIMA;Coordenadores Pedagógicos;2018;Trabalha nesta escola;De 1 a 3 anos;1
TRÊS LAGOAS;EE PROFESSOR JOÃO MAGIANO PINTO;Professores;2018;Pós-Graduação;Especialização;42
FÁTIMA DO SUL;EE SENADOR FILINTO MULLER;Pais ou Responsáveis;2018;Exerce alguma atividade remunerada;Não;90
NAVIRAÍ;CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL SEN. RAMEZ TEBET;Secretários Escolares;2018;Idade;41 a 45 anos;1
CAMPO GRANDE;EE NICOLAU FRAGELLI;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;De 6 a 8 anos;1
MARACAJU;EE CORONEL LIMA DE FIGUEIREDO;Diretores Adjuntos;2018;Pós-Graduação;Mestrado;1
IGUATEMI;EE PAULO FREIRE;Secretários Escolares;2018;Pós-Graduação;Especialização;1
CAMPO GRANDE;EE HÉRCULES MAYMONE;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;professor;1
DOURADOS;EE MENODORA FIALHO DE FIGUEIREDO;Professores;2018;Licenciatura;Química;5
PONTA PORÃ;EE MENDES GONÇALVES;Secretários Escolares;2018;Formação;Ensino Médio;1
CAMPO GRANDE;EE PROFª HILDA DE SOUZA FERREIRA;Funcionários Administrativos;2018;Trabalha nesta escola;De 1 a 3 anos;11
IGUATEMI;EE 8 DE MAIO;Pais ou Responsáveis;2018;Formação;Ensino Fundamental;24
PONTA PORÃ;EE MENDES GONÇALVES;Pais ou Responsáveis;2018;Idade;25 a 30 anos;28
TRÊS LAGOAS;EE PROF. LUIZ LOPES DE CARVALHO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Serviços Gerais;2
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Coordenadores Pedagógicos;2018;Pós-Graduação;Especialização;2
PARANAÍBA;EE MANOEL GARCIA LEAL;Professores;2018;Sexo;Feminino;27
DOURADOS;EE ANTÔNIA DA SILVEIRA CAPILÉ;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;cobradora de onibus;1
IGUATEMI;EE 8 DE MAIO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Diarista;2
PARANAÍBA;EE JOSÉ GARCIA LEAL;Professores;2018;Informe a licenciatura;licenciatura em computação;1
VICENTINA;EE PADRE JOSÉ DANIEL;Pais ou Responsáveis;2018;Idade;31 a 35 anos;17
ITAPORÃ;EE RODRIGUES ALVES;Avaliadores externos;2018;Sexo;Masculino;1
CAMPO GRANDE;EE LINO VILLACHA;Estudantes;2018;Idade;16 a 20 anos;237
AQUIDAUANA;EE CÂNDIDO MARIANO;Pais ou Responsáveis;2018;Você se considera;Indígena;12
CAMPO GRANDE;EE ELVIRA MATHIAS DE OLIVEIRA;Estudantes;2018;Possui computador em casa;Sim;125
NAVIRAÍ;EE VINÍCIUS DE MORAES;Diretores Adjuntos;2018;Licenciatura;Matemática;1
CAMPO GRANDE;EE JOSÉ MARIA HUGO RODRIGUES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Pintura;1
TRÊS LAGOAS;EE PADRE JOÃO TOMES;Coordenadores Pedagógicos;2018;Idade;Mais de 50 anos;1
MUNDO NOVO;EE PROFESSORA IOLANDA ALLY;Funcionários Administrativos;2018;Formação;Ensino Superior (Incompleto);1
ITAPORÃ;EE RODRIGUES ALVES;Funcionários Administrativos;2018;Idade;31 a 35 anos;1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Professores;2018;Trabalha nesta escola;De 4 a 6 anos;7
DOURADOS;EE PROF. ALICIO ARAUJO;Estudantes;2018;Você se considera;Branco;74
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;Professores;2018;Licenciatura;Sociologia;1
CAMPO GRANDE;EE OLINDA CONCEIÇÃO TEIXEIRA BACHA;Professores;2018;Idade;31 a 35 anos;10
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;Secretários Escolares;2018;Você se considera;Preto;1
DOURADOS;EE PROFª FLORIANA LOPES;Secretários Escolares;2018;Trabalha nesta escola;Há mais de 6 anos;1
CAMPO GRANDE;EE NICOLAU FRAGELLI;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;autônomo;1
CAMPO GRANDE;EE OLINDA CONCEIÇÃO TEIXEIRA BACHA;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Neto(a);32
ANASTÁCIO;EE ROBERTO SCAFF;Estudantes;2018;Estuda nesta escola;De 4 a 6 anos;18
TRÊS LAGOAS;EE PROF. LUIZ LOPES DE CARVALHO;Funcionários Administrativos;2018;Exerce esta função;Há menos de um ano;2
MIRANDA;EE INDÍGENA CACIQUE TIMÓTEO;Estudantes;2018;Estuda nesta escola;Há menos de um ano;21
BRASILÂNDIA;EE ADILSON ALVES DA SILVA;Professores;2018;Você se considera;Indígena;1
ANGÉLICA;EE SENADOR FILINTO MULLER;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Agente de merenda;5
ANASTÁCIO;EE INDÍGENA GUILHERMINA DA SILVA;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Neto(a);12
CAMPO GRANDE;EE PROF. EMYGDIO CAMPOS WIDAL;Diretores;2018;Trabalha nesta escola;Há mais de 6 anos;1
CORUMBÁ;EE INDÍGENA JOÃO QUIRINO DE CARVALHO - TOGHOPANÃA;Professores;2018;Idade;25 a 30 anos;1
CAARAPÓ;EE PROF.ª CLEUZA APARECIDA VARGAS GALHARDO;Estudantes;2018;Estuda nesta escola;Há menos de um ano;48
CAMPO GRANDE;EE LUISA VIDAL BORGES DANIEL;Pais ou Responsáveis;2018;Formação;Ensino Superior;7
CAMPO GRANDE;EE JOSÉ MARIA HUGO RODRIGUES;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Neto(a);12
IVINHEMA;EE ANGELINA JAIME TEBET;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Cozinheira;2
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Irmã(o);1
AQUIDAUANA;EE CÂNDIDO MARIANO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;farmaceutico;2
SIDROLÂNDIA;EE KOPENOTI DE EM PROF. LÚCIO DIAS;Coordenadores Pedagógicos;2018;Sexo;Masculino;2
NIOAQUE;EE INDÍGENA DE ENSINO MÉDIO ANGELINA VICENTE;Professores;2018;Pós-Graduação;Especialização;5
TERENOS;EE ANTÔNIO NOGUEIRA DA FONSECA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Encarregado de obra;1
ANASTÁCIO;EE INDÍGENA GUILHERMINA DA SILVA;Professores;2018;Você se considera;Pardo;8
CAMPO GRANDE;EE PROFª. CLARINDA MENDES DE AQUINO;Professores;2018;Você leciona em;Uma escola;26
CAARAPÓ;EE PROF.ª CLEUZA APARECIDA VARGAS GALHARDO;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Sobrinho(a);18
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Estudantes;2018;Estuda nesta escola;De 1 a 2 anos;75
CASSILÂNDIA;EE HERMELINA BARBOSA LEAL;Professores;2018;Licenciatura;Letras;14
ANASTÁCIO;EE DEP. CARLOS SOUZA MEDEIROS;Coordenadores Pedagógicos;2018;Idade;Mais de 50 anos;1
DOURADOS;EE MARIA DA GLÓRIA MUZZI FERREIRA;Avaliadores externos;2018;Graduação;Licenciatura;1
DOURADOS;EE RITA ANGELINA BARBOSA SILVEIRA;Coordenadores Pedagógicos;2018;Pós-Graduação;Mestrado;1
DOURADOS;EE ROTARY DR. NELSON DE ARAÚJO;Funcionários Administrativos;2018;Formação;Especialização;1
FÁTIMA DO SUL;EE VILA BRASIL;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;faxineira;1
PONTA PORÃ;EE MENDES GONÇALVES;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Gestor de obras;1
TRÊS LAGOAS;EE PROF. LUIZ LOPES DE CARVALHO;Pais ou Responsáveis;2018;Formação;Ensino Médio;34
CAMPO GRANDE;EE MARIA CONSTANÇA BARROS MACHADO;Professores;2018;Você se considera;Pardo;8
INOCÊNCIA;EE  PROF. JOÃO PEREIRA VALIM;Pais ou Responsáveis;2018;Formação;Ensino Superior (Incompleto);1
DOURADOS;EE MENODORA FIALHO DE FIGUEIREDO;Estudantes;2018;Idade;26 a 30 anos;9
BONITO;EE BONIFÁCIO CAMARGO GOMES;Professores;2018;Idade;41 a 45 anos;3
CAMPO GRANDE;EE PROFª ALICE NUNES ZAMPIERE;Funcionários Administrativos;2018;Idade;25 a 30 anos;1
CAARAPÓ;EE TENENTE AVIADOR ANTÔNIO JOÃO;Pais ou Responsáveis;2018;Formação;Especialização;7
DOURADOS;EE PROF. ALICIO ARAUJO;Diretores;2018;Licenciatura;Letras;1
DOURADOS;EE MENODORA FIALHO DE FIGUEIREDO;Diretores;2018;Formação;Ensino Superior;1
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Coordenadores Técnicos;2018;Informe o bacharelado;Propaganda e Marketing;1
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;garçom;2
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Coordenadores Técnicos;2018;Idade;41 a 45 anos;1
PARANAÍBA;EE JOSÉ GARCIA LEAL;Diretores Adjuntos;2018;Trabalha nesta escola;Há mais de 6 anos;1
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Pais ou Responsáveis;2018;Idade;41 a 45 anos;20
CAMPO GRANDE;EE LINO VILLACHA;Estudantes;2018;Possui livros para pesquisa e leitura na sua casa;Não;92
CHAPADÃO DO SUL;EE JORGE AMADO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;cabelereiro;1
RIO BRILHANTE;EE FERNANDO CORRÊA DA COSTA;Diretores;2018;Sexo;Masculino;1
CORUMBÁ;EE CARLOS DE CASTRO BRASIL;Estudantes;2018;Ano escolar;1º ano do Ensino Médio;67
CAMPO GRANDE;EE VESPASIANO MARTINS;Diretores Adjuntos;2018;Graduação;Licenciatura;1
DOURADOS;EE ANTÔNIA DA SILVEIRA CAPILÉ;Pais ou Responsáveis;2018;Formação;Ensino Médio;33
CAMPO GRANDE;EE PROFª JOELINA DE ALMEIDA XAVIER;Pais ou Responsáveis;2018;Tempo que o estudante pelo qual você é responsável  estuda nesta escola;Há mais de 8 anos;1
TRÊS LAGOAS;EE PROFESSOR JOÃO MAGIANO PINTO;Secretários Escolares;2018;Sexo;Masculino;1
IVINHEMA;EE ANGELINA JAIME TEBET;Diretores;2018;Graduação;Licenciatura;1
DOURADOS;EE PROF. JOSÉ PEREIRA LINS;Pais ou Responsáveis;2018;Grau de parentesco com o estudante pelo qual você é responsável;Filho(a);94
ANASTÁCIO;EE INDÍGENA GUILHERMINA DA SILVA;Avaliadores externos;2018;Sexo;Feminino;1
DOURADOS;EE PROF. ALICIO ARAUJO;Pais ou Responsáveis;2018;Formação;Ensino Médio;45
DOURADOS;EE ROTARY DR. NELSON DE ARAÚJO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Funcionário público;1
AQUIDAUANA;EE CÂNDIDO MARIANO;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;frentista;1
CAMPO GRANDE;EE ZAMENHOF;Coordenadores Pedagógicos;2018;Formação;Ensino Superior;1
DOURADOS;EE MARIA DA GLÓRIA MUZZI FERREIRA;Pais ou Responsáveis;2018;Especifique qual é a sua profissão;Funcionário público;2
COSTA RICA;EE JOSÉ FERREIRA DA COSTA;Pais ou Responsáveis;2018;Idade;25 a 30 anos;33
RIO VERDE DE MATO GROSSO;EE THOMAZ BARBOSA RANGEL;Funcionários Administrativos;2018;Informe qual função exerce nessa unidade escolar;Agentes de atividades educacionais;3
ITAPORÃ;EE RODRIGUES ALVES;Professores;2018;Pós-Graduação;Mestrado;6
CAMPO GRANDE;EE MANOEL BONIFÁCIO NUNES DA CUNHA;Professores;2018;Você é professor;Convocado;6
CAMPO GRANDE;EE MAESTRO FREDERICO LIEBERMANN;Professores;2018;Pós-Graduação;Especialização;27
CAARAPÓ;EE TENENTE AVIADOR ANTÔNIO JOÃO;Funcionários Administrativos;2018;Idade;Mais de 50 anos;1
ANGÉLICA;EE DR. JOSÉ MANOEL FONTANILLAS FRAGELLI;Professores;2018;Licenciatura;Ciências Biológicas;3
PONTA PORÃ;EE MENDES GONÇALVES;Estudantes;2018;Possui computador em casa;Não;122
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Coordenadores Técnicos;2018;Informe o bacharelado;direito;1
TRÊS LAGOAS;EE JOÃO PONCE DE ARRUDA;Professores;2018;Licenciatura;Física;1
